company,ticker,year,segment,industry,hq_country,ceo_sust_statem,revenue_MEUR,num_employees,environmental_policy_and_assessment,environmental_performance_targets,reduced_environmental_impact,energy_consump_GJ,increased_renewable_energy,disclosure_of_raw_material_use,resource_efficiency_target,water_withdraw_thm3,disclosure_of_water_discharges,ghg_emis_kt,transport_emis_kt,external_audit_of_ESG_report,supplier_guidelines,disclosure_of_suppliers_audited,disclosure_of_supplier_evaluation_procedures,supplier_environmental_assessment,base_year,years_esg_data,energy_consump_bool,water_withdraw_bool,ghg_emis_bool,transport_emis_bool,ghg_emis_per_MEUR_revenue,water_withdraw_per_MEUR_revenue,csrd_2025,csrd_2027
Fabege AB,FABG,2022,Large,Finance,Sweden,0,312.99464,207.0,1,1,1,,0,0,1,392.96,0,3.905,28.796,1,1,0,1,1,2019,4,0,1,1,1,0.012476251989490938,1.2554847584610394,0,1
Nederman Holding AB,NMAN,2019,Mid,Industrial Goods and Services,Sweden,1,410.1790135,2195.0,1,1,1,53532.0,0,0,1,,0,5.833,8.186,1,1,1,0,1,2019,4,1,0,1,1,0.014220620285342805,,1,0
Nederman Holding AB,NMAN,2020,Mid,Industrial Goods and Services,Sweden,1,349.914302,2080.0,1,0,1,49658.4,0,0,0,,0,5.205,8.907,0,1,1,1,1,2019,4,1,0,1,1,0.014875070753752728,,1,0
Nederman Holding AB,NMAN,2021,Mid,Industrial Goods and Services,Sweden,1,384.8600267,2236.0,1,1,1,58420.8,0,0,1,22.0,1,4.958,1.02,0,1,1,0,0,2019,4,1,1,1,1,0.012882605768420792,0.05716363995668766,1,0
Nederman Holding AB,NMAN,2022,Mid,Industrial Goods and Services,Sweden,0,493.134641,2444.0,1,1,1,50778.0,0,0,0,18.306,0,2.897,0.804,1,1,1,1,1,2019,4,1,1,1,1,0.005874663345745366,0.03712170770010862,1,0
Wihlborgs Fastigheter AB,WIHL,2019,Large,Finance,Sweden,1,284.041135,221.0,1,1,1,806400.0,1,0,1,,0,6.758,0.581,0,1,0,1,1,2019,4,1,0,1,1,0.023792328530161663,,0,1
Wihlborgs Fastigheter AB,WIHL,2020,Large,Finance,Sweden,1,292.7061512,249.0,1,1,1,757072.8,1,0,1,395.471,0,11.34,21.385,0,1,0,1,1,2019,4,1,1,1,1,0.03874192583076812,1.3510853747989153,0,1
Wihlborgs Fastigheter AB,WIHL,2021,Large,Finance,Sweden,1,291.3730718,242.0,1,1,1,786848.4,1,0,1,403.22,0,11.667,33.629,1,1,0,1,1,2019,4,1,1,1,1,0.04004144901903732,1.3838615816796287,0,1
Wihlborgs Fastigheter AB,WIHL,2022,Large,Finance,Sweden,0,313.7347131,251.0,1,1,1,692805.6,1,0,1,494.529,0,11.132,15.496,0,1,0,1,1,2019,4,1,1,1,1,0.03548220689385997,1.5762648484561332,0,1
Vitrolife AB,VITR,2019,Large,Health Care,Sweden,1,140.938107,398.0,1,0,0,,0,0,0,,0,1.331,1.867,1,1,0,0,0,2019,4,0,0,1,1,0.009443861765505336,,0,1
Vitrolife AB,VITR,2020,Large,Health Care,Sweden,1,118.6033137,400.0,1,0,1,,1,0,1,,0,1.217,1.199,1,1,0,0,0,2019,4,0,0,1,1,0.010261096102916053,,0,1
Vitrolife AB,VITR,2021,Large,Health Care,Sweden,1,160.0460865,419.0,1,0,1,,0,1,0,11.276,0,1.318,1.499,1,0,0,0,0,2019,4,0,1,1,1,0.008235127948598731,0.07045470618239703,0,1
Vitrolife AB,VITR,2022,Large,Health Care,Sweden,0,304.2454661,1034.0,1,0,1,18598.1958,0,1,0,12.344,0,1.9404,16.36404,0,1,0,0,0,2019,4,1,1,1,1,0.006377744999369113,0.040572502717075,1,0
AAK AB,AAK,2019,Large,Consumer Goods and Services,Sweden,1,2714.721006,3884.0,1,1,1,6061982.0,0,0,1,37211.0,0,,,1,1,1,1,1,2019,4,1,1,0,0,,13.707117570371796,1,0
AAK AB,AAK,2020,Large,Consumer Goods and Services,Sweden,1,2659.87431,3971.0,1,1,1,5478178.0,1,0,1,34660.935,0,358.11,,1,1,0,1,1,2019,4,1,1,1,0,0.13463418126700882,13.03104243297872,1,0
AAK AB,AAK,2021,Large,Consumer Goods and Services,Sweden,1,3375.737955,3997.0,1,1,1,6183550.0,1,1,1,32867.802,0,288.012,,1,1,1,1,1,2019,4,1,1,1,0,0.08531823377268039,9.73647908639283,1,0
AAK AB,AAK,2022,Large,Consumer Goods and Services,Sweden,0,4743.839711,3953.0,1,1,1,4644380.0,1,1,1,31051.796,0,343.935,,1,1,1,0,1,2019,4,1,1,1,0,0.07250139569481757,6.545709360288291,1,0
Nyfosa AB,NYF,2019,Large,Finance,Sweden,1,147.62,39.0,1,1,1,305286.12,1,0,0,,0,,382.0,1,1,0,0,1,2019,4,1,0,0,1,,,0,1
Nyfosa AB,NYF,2020,Large,Finance,Sweden,0,193.8678347,55.0,1,1,1,374400.0,1,0,1,238.0,0,4.867,0.541,1,1,0,1,1,2019,4,1,1,1,1,0.025104731826872773,1.2276404715010725,0,1
Nyfosa AB,NYF,2021,Large,Finance,Sweden,1,234.145877,65.0,1,1,1,492480.0,0,0,1,240.0,0,8.948,0.715,1,1,0,0,1,2019,4,1,1,1,1,0.03821549247266908,1.0250020332410124,0,1
Nyfosa AB,NYF,2022,Large,Finance,Sweden,0,296.4370636,80.0,1,1,1,1012320.0,1,0,1,786.0414788,0,9.599,4.009,1,1,0,1,1,2019,4,1,1,1,1,0.032381241007543166,2.651630228872636,0,1
Kindred Group Plc (formerly Unibet Group),KIND,2020,Large,Other,Malta,1,1334.356553,1549.0,1,1,1,,0,0,1,,0,1.9834,0.8553,0,1,0,1,0,2019,4,0,0,1,1,0.0014864093075728313,,1,0
Q-Linea AB,QLINEA,2019,Mid,Health Care,Sweden,0,0.095696058,70.0,1,1,1,,0,0,1,,0,,,0,0,0,0,1,2019,2,0,0,0,0,,,0,0
Q-Linea AB,QLINEA,2021,Mid,Health Care,Sweden,0,0.888878309,118.0,1,1,1,,0,0,1,,0,,,0,1,0,0,1,2019,2,0,0,0,0,,,0,1
SpareBank 1 Østfold Akershus,SOAG,2022,Mid,Finance,Sweden,0,97.89553309,231.0,0,1,1,4155.12,0,0,0,,0,0.032,0.0072,0,1,0,0,1,2019,2,1,0,1,1,0.0003268790616889627,,0,1
Coeli Fastighet II AB,CF2,2021,Large,Finance,Sweden,0,2.68158446,,1,1,0,,0,0,0,,0,,,0,0,0,0,0,2021,1,0,0,0,0,,,0,0
SkiStar AB,SKIS,2019,Large,Consumer Goods and Services,Sweden,1,254.8086079,1322.0,1,1,1,427597.2,1,0,0,5302.827,0,4.218,,1,1,0,0,1,2019,4,1,1,1,0,0.016553600895835355,20.81101986193929,1,0
SkiStar AB,SKIS,2020,Large,Consumer Goods and Services,Sweden,1,224.874881,1149.0,1,1,1,380197.1588,0,0,0,4886.977,0,3.419,,1,1,0,0,1,2019,4,1,1,1,0,0.01520401026915941,21.73198259524593,1,0
SkiStar AB,SKIS,2021,Large,Consumer Goods and Services,Sweden,1,261.9501047,1134.0,1,1,1,,1,0,1,4588.699,0,2.082,4.556,1,1,0,0,1,2019,4,0,1,1,1,0.007948078518175907,17.51745434595354,1,0
SkiStar AB,SKIS,2022,Large,Consumer Goods and Services,Sweden,0,384.9636509,1043.0,1,1,1,309506.3998,0,0,1,5165.564,0,1.001,126.272,1,1,0,0,1,2019,4,1,1,1,1,0.0026002454976197854,13.418316217449403,1,0
Karnov Group AB,KAR,2019,Mid,Consumer Goods and Services,Sweden,0,72.08979242,252.0,1,1,1,,0,0,0,,0,,,1,0,0,0,0,2019,4,0,0,0,0,,,0,1
Karnov Group AB,KAR,2021,Mid,Consumer Goods and Services,Sweden,0,83.60997905,289.0,0,0,0,,0,0,0,,0,,,1,1,0,0,1,2019,4,0,0,0,0,,,0,1
Karnov Group AB,KAR,2022,Mid,Consumer Goods and Services,Sweden,0,104.7547056,371.0,1,0,1,,0,0,0,,0,0.054,0.443,0,1,0,0,0,2019,4,0,0,1,1,0.0005154899695503512,,0,1
Nordic Entertainment Group AB,NENT,2019,Large,Other,Sweden,1,1494.953342,1844.0,1,1,1,20767.0,0,0,0,,0,1498.0,5986.0,0,1,0,0,1,2019,3,1,0,1,1,1.002037961931256,,1,0
Nordic Entertainment Group AB,NENT,2020,Large,Other,Sweden,1,1142.925157,1691.0,1,1,1,20826.0,1,0,0,,0,0.704,2.329,1,1,0,0,1,2019,3,1,0,1,1,0.0006159633425585714,,1,0
Nordic Entertainment Group AB,NENT,2021,Large,Other,Sweden,1,1205.57989,1441.0,1,1,1,31078.8,0,0,1,,0,1.061,85.77,1,1,1,1,1,2019,3,1,0,1,1,0.0008800744013737654,,1,0
Avanza Bank Holding AB,AZA,2019,Large,Finance,Sweden,1,113.59741,429.0,1,1,1,4111.2,0,0,0,,0,0.012,0.216,0,1,0,0,0,2019,4,1,0,1,1,0.00010563621124812617,,0,1
Avanza Bank Holding AB,AZA,2020,Large,Finance,Sweden,1,223.6716816,564.0,0,0,0,4082.4,0,0,0,,0,0.0102,0.271,1,1,1,0,0,2019,4,1,0,1,1,4.560255427524805e-05,,0,1
Avanza Bank Holding AB,AZA,2021,Large,Finance,Sweden,1,314.2258617,551.0,1,1,0,3326.4,0,0,0,,0,,,1,0,1,0,1,2019,4,1,0,0,0,,,0,1
Avanza Bank Holding AB,AZA,2022,Large,Finance,Sweden,0,236.321772,625.0,1,1,0,3823.199997,1,0,0,,0,0.024,0.258,0,0,0,0,0,2019,4,1,0,1,1,0.00010155644906047843,,0,1
HiQ International AB,HIQ,2019,Mid,Technology,Sweden,1,175.8807846,1560.0,1,0,1,,0,0,0,,0,,,1,0,0,0,0,2019,1,0,0,0,0,,,1,0
Boliden AB,BOL,2019,Large,Basic Materials,Sweden,1,4716.904,5997.0,1,1,1,18884000.0,0,1,0,132000.0,1,917.0,,0,0,0,0,0,2019,4,1,1,1,0,0.1944071789461901,27.984457601850703,1,0
John Mattson Fastighetsföretagen AB,JOMA,2019,Mid,Other,Sweden,1,24.0906494,25.0,1,1,1,57418.2,0,0,1,,0,,,0,0,0,0,0,2019,4,1,0,0,0,,,0,1
John Mattson Fastighetsföretagen AB,JOMA,2020,Mid,Other,Sweden,1,27.99466768,24.0,1,1,1,,0,0,1,,0,1.453,,0,0,0,0,1,2019,4,0,0,1,0,0.05190274150094859,,0,1
John Mattson Fastighetsföretagen AB,JOMA,2021,Mid,Other,Sweden,1,38.84022091,40.0,1,0,1,,0,0,0,,0,1.314264,6.508736,0,0,0,0,1,2019,4,0,0,1,1,0.03383770661463007,,0,1
John Mattson Fastighetsföretagen AB,JOMA,2022,Mid,Other,Sweden,0,37.42388572,52.0,0,1,1,,0,0,1,,0,1.8861,2.1779,0,0,0,0,1,2019,4,0,0,1,1,0.05039829412989133,,0,1
Evolution AB (formerly: NetEnt AB),EVO,2022,Large,Other,Sweden,0,1456.737,15449.0,1,0,1,,0,0,0,,0,4.671,0.81,0,0,0,0,0,2019,4,0,0,1,1,0.0032064813346540932,,1,0
Evolution AB (formerly: NetEnt AB),EVO,2019,Large,Other,Sweden,0,365.8,6994.0,1,1,1,,0,0,0,,0,,,0,1,0,0,0,2019,4,0,0,0,0,,,1,0
Evolution AB (formerly: NetEnt AB),EVO,2020,Large,Other,Sweden,0,560.673,8680.0,1,1,1,35058.078,0,0,1,,0,,,1,0,0,0,0,2019,4,1,0,0,0,,,1,0
Evolution AB (formerly: NetEnt AB),EVO,2021,Large,Other,Sweden,0,1068.777,11440.0,1,0,1,39731.0904,0,0,0,,0,,,1,0,0,0,0,2019,4,1,0,0,0,,,1,0
XANO Industri AB,XANO,2019,Mid,Industrial Goods and Services,Sweden,1,202.6302609,1085.0,1,0,1,,0,0,0,,0,,,0,1,1,1,1,2019,4,0,0,0,0,,,1,0
XANO Industri AB,XANO,2020,Mid,Industrial Goods and Services,Sweden,1,213.1974862,1048.0,1,1,1,122400.0,0,0,1,,0,7.093,1.658,0,1,1,1,1,2019,4,1,0,1,1,0.03326962304492688,,1,0
XANO Industri AB,XANO,2021,Mid,Industrial Goods and Services,Sweden,1,300.038088,326.0,1,0,0,,0,0,0,,0,,,0,0,0,0,1,2019,4,0,0,0,0,,,0,1
XANO Industri AB,XANO,2022,Mid,Industrial Goods and Services,Sweden,0,362.8555234,1426.0,1,0,0,189.4824,0,0,0,,0,6.135,2.047,0,0,0,0,0,2019,4,1,0,1,1,0.016907555774580224,,1,0
Heba Fastighets AB,HEBA,2019,Large,Finance,Sweden,1,36.98038469,35.0,1,1,1,114270.12,1,0,1,341.7,0,0.946,,0,0,0,0,0,2019,3,1,1,1,0,0.025581129237301072,9.240033679054731,0,1
Heba Fastighets AB,HEBA,2021,Large,Finance,Sweden,1,42.8144163,41.0,1,1,1,109440.4824,0,0,1,275.0,0,0.839,17.474,1,1,0,0,1,2019,3,1,1,1,1,0.019596203160195835,6.4230701657376095,0,1
Heba Fastighets AB,HEBA,2022,Large,Finance,Sweden,0,47.97021518,42.0,1,1,1,102026.538,1,0,1,343.0,0,0.886,14.397,0,1,0,0,0,2019,3,1,1,1,1,0.018469794156132865,7.15027019814173,0,1
Troax Group AB,TROAX,2019,Large,Industrial Goods and Services,Sweden,1,15.86,720.0,1,0,0,,0,0,0,,0,,,0,1,0,0,0,2019,4,0,0,0,0,,,0,1
Troax Group AB,TROAX,2020,Large,Industrial Goods and Services,Sweden,0,163.616,962.0,1,1,1,,1,0,0,,0,,,1,1,1,0,1,2019,4,0,0,0,0,,,0,1
Troax Group AB,TROAX,2021,Large,Industrial Goods and Services,Sweden,1,252.278,1091.0,1,1,1,,0,0,0,,0,,,1,1,1,1,1,2019,4,0,0,0,0,,,1,0
Troax Group AB,TROAX,2022,Large,Industrial Goods and Services,Sweden,0,284.081,1144.0,0,1,1,,0,0,0,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,1,0
EQT AB,EQT,2021,Large,Finance,Sweden,1,1596.0,1151.0,1,1,1,11196.0,1,0,1,2.689,0,0.621,6.092,1,1,0,0,0,2021,2,1,1,1,1,0.00038909774436090227,0.0016848370927318296,1,0
EQT AB,EQT,2022,Large,Finance,Sweden,0,1497.3,1669.0,0,0,0,15534.0,0,0,0,41.847,0,0.956,17.831,0,0,0,0,0,2021,2,1,1,1,1,0.0006384826020169638,0.027948306952514528,1,0
Akelius Residential Property AB,AKEL,2021,Large,Other,Sweden,0,212.0,857.0,1,1,1,639000.0,1,0,0,2770.0,0,34.13,,0,1,0,0,0,2021,1,1,1,1,0,0.16099056603773587,13.066037735849056,0,1
FastPartner AB,FPAR,2019,Large,Finance,Sweden,0,160.5884593,70.0,1,1,1,560725.2,0,0,0,420.519,0,,,1,0,0,0,0,2019,4,1,1,0,0,,2.6186128307913843,0,1
FastPartner AB,FPAR,2021,Large,Finance,Sweden,1,176.7568082,71.0,1,1,1,538246.8,1,0,1,368.334,0,1.388,44.141,1,1,1,0,1,2019,4,1,1,1,1,0.007852597102961266,2.0838461825087427,0,1
FastPartner AB,FPAR,2022,Large,Finance,Sweden,0,187.9190843,84.0,1,1,1,504136.8,0,0,0,405.678,0,0.972,14.915,0,1,1,0,0,2019,4,1,1,1,1,0.005172438997458439,2.1587908514515894,0,1
FastPartner AB,FPAR,2020,Large,Finance,Sweden,1,171.5482765,79.0,1,1,1,540561.6,1,0,1,,0,0.003599,,1,1,0,0,1,2019,4,1,0,1,0,2.09795170982088e-05,,0,1
BICO Group AB,BICO,2021,Large,Health Care,Sweden,1,119.7200533,882.0,1,1,1,,0,0,0,,0,0.284,,0,1,1,0,1,2021,1,0,0,1,0,0.002372200748093051,,0,1
Electrolux Prof. AB,EPRO,2021,Large,Industrial Goods and Services,Sweden,1,748.6193106,3535.0,1,1,1,111132.0,1,0,1,69.0,0,3.4,,1,1,1,0,1,2021,2,1,1,1,0,0.004541694225433463,0.0921696769279144,1,0
Electrolux Prof. AB,EPRO,2022,Large,Industrial Goods and Services,Sweden,0,1038.329378,3857.0,1,1,1,144000.0,0,0,1,60.0,1,6.2,,0,1,1,0,1,2021,2,1,1,1,0,0.005971130290026332,0.0577851318389645,1,0
Betsson AB,BETS,2019,Mid,Other,Sweden,0,492.5728433,1589.0,1,1,1,15562.8,0,0,0,,0,1.875,8.017,0,0,0,0,1,2019,4,1,0,1,1,0.0038065435914785848,,1,0
NetEnt AB,NET B,2019,Large,Consumer Goods and Services,Sweden,1,169.36,779.0,1,1,1,,0,0,0,,0,897.0,561.0,0,0,0,0,0,2019,1,0,0,1,1,5.296410014170997,,0,1
Tethys Oil AB,TETY,2019,Mid,Energy and Utilities,Sweden,1,129.4642857,20.0,1,1,1,,0,0,0,1.152,0,,,1,0,0,0,0,2019,4,0,1,0,0,,0.008898206897533595,0,1
AddLife AB,ALIF,2019,Large,Health Care,Sweden,1,331.3083222,903.0,1,0,0,,0,0,0,,0,,,1,1,0,0,1,2019,4,0,0,0,0,,,0,1
AddLife AB,ALIF,2020,Large,Health Care,Sweden,1,502.1234051,1127.0,1,1,1,,0,0,0,,0,,,0,1,0,1,1,2019,4,0,0,0,0,,,1,0
AddLife AB,ALIF,2021,Large,Health Care,Sweden,1,761.0550371,1797.0,1,0,0,,0,0,0,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,1,0
AddLife AB,ALIF,2022,Large,Health Care,Sweden,0,854.5967266,2219.0,1,1,1,,0,0,0,,0,4.48,,0,1,0,1,1,2019,4,0,0,1,0,0.005242238661296553,,1,0
Surgical Science Sweden AB,SUS,2021,Large,Health Care,Sweden,0,34.92668063,201.0,0,0,0,,0,0,0,,0,,,0,1,0,0,0,2021,1,0,0,0,0,,,0,1
Vostok New Ventures Ltd,VNV,2019,Mid,Finance,Sweden,0,181.9866071,7.0,1,0,0,,0,0,0,,0,0.00014,0.0538,0,0,0,0,0,2019,2,0,0,1,1,7.692873790601044e-07,,0,0
Vostok New Ventures Ltd,VNV,2020,Mid,Finance,Sweden,1,184.7571429,8.0,0,1,1,,1,0,0,,0,,0.0086,1,1,0,0,1,2019,2,0,0,0,1,,,0,0
Loomis AB,LOOM,2020,Large,Industrial Goods and Services,Sweden,1,1791.373072,23065.0,1,1,1,,0,1,1,,0,150.0,80.0,0,0,0,0,0,2019,4,0,0,1,1,0.08373465156117965,,1,0
Loomis AB,LOOM,2021,Large,Industrial Goods and Services,Sweden,1,1878.023234,23271.0,1,1,1,,0,0,0,,0,155.0,27.0,0,0,0,0,0,2019,4,0,0,1,1,0.08253359021009854,,1,0
Loomis AB,LOOM,2022,Large,Industrial Goods and Services,Sweden,0,2381.562762,25000.0,1,1,1,,1,1,1,,0,162.126,,0,0,0,0,1,2019,4,0,0,1,0,0.06807546817025685,,1,0
Sectra AB,SECT B,2019,Large,Health Care,Sweden,0,161.8739288,859.0,1,1,1,,1,0,0,,0,0.135,,0,1,0,0,0,2019,2,0,0,1,0,0.0008339823528148038,,0,1
Sectra AB,SECT B,2020,Large,Health Care,Sweden,1,155.4396305,808.0,1,0,0,,1,0,0,,0,0.145,,1,1,1,1,0,2019,2,0,0,1,0,0.000932838038366284,,0,1
Kinnevik AB,KINV,2019,Large,Finance,Sweden,1,274.54,27.0,1,1,1,,0,0,0,,0,0.028,0.631,1,1,1,0,1,2019,4,0,0,1,1,0.00010198878123406424,,0,1
Nordic Waterproofing Holding AB,NWG,2020,Mid,Industrial Goods and Services,Sweden,1,314.4163017,1131.0,1,0,1,122400.0,1,0,1,,0,4.564,,1,1,0,0,0,2019,4,1,0,1,0,0.01451578679388811,,1,0
Nordic Waterproofing Holding AB,NWG,2021,Mid,Industrial Goods and Services,Sweden,1,348.8383165,1265.0,1,1,0,145720.8,0,0,1,,0,5.352,197.831,0,1,0,0,0,2019,4,1,0,1,1,0.015342351303888373,,1,0
Nordic Waterproofing Holding AB,NWG,2022,Mid,Industrial Goods and Services,Sweden,0,413.540278,1365.0,1,1,1,169.4016,1,0,1,161.925,1,4.669,139.089,1,1,0,1,1,2019,4,1,1,1,1,0.011290314990792746,0.39155798990878465,1,0
ContextVision,CONTX,2021,Mid,Technology,Sweden,0,9.34098267,44.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,3,0,0,0,0,,,0,1
ContextVision,CONTX,2020,Mid,Technology,Sweden,0,9.02171015,33.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,3,0,0,0,0,,,0,1
Addtech AB,ADDT,2020,Large,Industrial Goods and Services,Sweden,1,1079.413445,3054.0,1,1,0,93754.8,1,0,1,,0,6.05,23.132,1,1,1,1,1,2019,4,1,0,1,1,0.005604895907147053,,1,0
Addtech AB,ADDT,2021,Large,Industrial Goods and Services,Sweden,1,1079.413445,3126.0,1,0,1,93754.8,1,0,0,,0,5.305,19.86,1,1,1,1,1,2019,4,1,0,1,1,0.004914706245853738,,1,0
Addtech AB,ADDT,2022,Large,Industrial Goods and Services,Sweden,0,1320.654871,3556.0,1,1,1,106074.0,1,0,0,,0,6.128,22.961,0,1,1,1,0,2019,4,1,0,1,1,0.004640122211005725,,1,0
Sweco AB,SWEC B,2019,Large,Industrial Goods and Services,Sweden,1,1964.292516,16412.0,1,1,1,,0,0,1,,0,,,1,1,0,0,1,2019,1,0,0,0,0,,,1,0
SWECO AB,SWEC,2020,Large,Industrial Goods and Services,Sweden,1,1986.097886,17305.0,1,1,1,185263.2,0,0,1,,0,14.861,3.393,1,0,0,0,1,2020,3,1,0,1,1,0.007482511362987273,,1,0
SWECO AB,SWEC,2021,Large,Industrial Goods and Services,Sweden,1,2075.033327,19109.0,1,1,1,180576.0,1,0,1,,0,14.621,15.306,1,1,0,0,1,2020,3,1,0,1,1,0.007046151890552262,,1,0
SWECO AB,SWEC,2022,Large,Industrial Goods and Services,Sweden,0,2285.698158,18651.0,0,1,1,185497.2,1,0,1,,0,14.602,18.263,0,1,0,1,1,2020,3,1,0,1,1,0.006388420075893503,,1,0
Lagercrantz Group AB,LAGR,2020,Large,Technology,Sweden,1,389.5448486,1613.0,1,1,1,91016.568,0,0,1,,0,2.18,1.291,1,1,0,0,1,2019,3,1,0,1,1,0.005596274749453843,,1,0
Lagercrantz Group AB,LAGR,2022,Large,Technology,Sweden,0,515.7308735,1912.0,1,1,1,105566.4,1,0,1,,0,4.105,15.703,1,1,0,0,1,2019,3,1,0,1,1,0.00795957777773023,,1,0
Nordnet AB,SAVE,2021,Large,Finance,Sweden,1,438.3239383,644.0,1,0,1,7113.6,0,0,0,,0,0.08,0.067,1,0,0,0,0,2020,3,1,0,1,1,0.0001825134176113511,,0,1
Nordnet AB,SAVE,2022,Large,Finance,Sweden,0,318.1782903,666.0,1,1,1,8964.0,0,0,0,4.692,0,0.031,0.132,1,1,0,0,1,2020,3,1,1,1,1,9.742965169236123e-05,0.014746449217437384,0,1
Nordnet AB,SAVE,2020,Large,Finance,Sweden,1,329.9538183,553.0,1,1,1,7200.0,0,0,0,,0,0.0764,0.077,0,0,0,0,0,2020,3,1,0,1,1,0.00023154755533253362,,0,1
Qliro Group AB,NELLY,2020,Small,Consumer Goods and Services,Sweden,1,38.62,304.0,1,1,1,,1,0,1,,0,0.096,1.527,1,1,1,1,1,2019,2,0,0,1,1,0.0024857586742620405,,0,1
Stillfront Group AB,SF,2021,Large,Consumer Goods and Services,Sweden,1,565.892211,1200.0,1,0,1,,0,0,0,,0,1.09,31.096,1,0,0,0,0,2021,2,0,0,1,1,0.0019261618711341481,,1,0
Stillfront Group AB,SF,2022,Large,Consumer Goods and Services,Sweden,0,663.9964439,1516.0,1,1,1,7282.8,1,0,0,,0,0.585,56.827,1,0,0,0,0,2021,2,1,0,1,1,0.0008810288147990486,,1,0
Cint Group AB,CINT,2021,Large,Technology,Sweden,1,138.925,884.0,1,0,1,,0,0,0,,0,,,1,0,0,0,0,2021,2,0,0,0,0,,,0,1
Cint Group AB,CINT,2022,Large,Technology,Sweden,0,295.188,830.0,1,1,1,,0,0,0,,0,,,1,1,0,0,1,2021,2,0,0,0,0,,,0,1
Epiroc AB,EPI,2020,Large,Industrial Goods and Services,Sweden,1,3439.535327,13947.0,1,1,1,525600.0,1,0,1,76.0,0,32.0,83.0,1,1,1,1,1,2019,3,1,1,1,1,0.009303582303342918,0.02209600797043943,1,0
Epiroc AB,EPI,2021,Large,Industrial Goods and Services,Sweden,1,3774.995239,15518.0,1,1,1,637200.0,0,0,0,,0,42.0,82.0,1,1,1,1,1,2019,3,1,0,1,1,0.011125841846392856,,1,0
Acrinova,ACRI,2022,Small,Other,Sweden,0,12.28007705,8.0,1,1,1,,0,0,1,,0,,,0,0,0,0,1,2022,1,0,0,0,0,,,0,0
Creades AB,CRED,2020,Large,Finance,Sweden,0,411.5539364,6.0,1,0,0,,0,0,0,,0,,,0,1,0,0,0,2019,4,0,0,0,0,,,0,0
Creades AB,CRED,2021,Large,Finance,Sweden,0,426.0140926,4.0,1,0,0,,0,0,0,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,0,0
Creades AB,CRED,2022,Large,Finance,Sweden,0,,8.0,1,0,0,,0,0,0,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,0,0
Hembla AB,HEM,2022,Large,Finance,Sweden,0,,,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,2,0,0,0,0,,,0,0
Betsson AB,BETS,2020,Mid,Other,Sweden,0,608.4174443,1788.0,1,1,1,9144.0,0,0,0,,0,0.882,8.312,0,1,0,0,0,2019,4,1,0,1,1,0.001449662576678359,,1,0
Kinnevik AB,KINV,2020,Large,Finance,Sweden,1,168.123,27.0,1,1,1,,0,0,0,,0,0.022,0.069,1,1,0,1,1,2019,4,0,0,1,1,0.0001308565752455048,,0,1
Kinnevik AB,KINV,2021,Large,Finance,Sweden,1,164.33,32.0,1,1,1,,0,0,0,,0,0.092,0.092,1,1,0,1,1,2019,4,0,0,1,1,0.000559849084159922,,0,1
Kinnevik AB,KINV,2022,Large,Finance,Sweden,0,,32.0,1,1,1,590.4,0,0,1,,0,0.0109,0.3154,1,1,0,0,1,2019,4,1,0,1,1,,,0,0
OEM International AB,OEM,2020,Mid,Industrial Goods and Services,Sweden,0,312.5880785,877.0,1,1,1,,0,0,0,,0,1.04011,2.642,0,1,0,1,1,2019,4,0,0,1,1,0.0033274141643248882,,0,1
OEM International AB,OEM,2021,Mid,Industrial Goods and Services,Sweden,0,359.3410779,889.0,1,1,1,,0,0,1,,0,1.107,2.155,0,0,1,0,0,2019,4,0,0,1,1,0.003080638613512658,,0,1
OEM International AB,OEM,2022,Mid,Industrial Goods and Services,Sweden,0,445.0789425,952.0,1,1,1,,0,0,1,,0,1.502,3.457,0,1,0,0,1,2019,4,0,0,1,1,0.003374682234039864,,0,1
Boliden AB,BOL,2020,Large,Basic Materials,Sweden,1,5362.88326,6049.0,1,1,1,20304000.0,0,1,1,147000.0,1,897.0,,1,1,0,0,1,2019,4,1,1,1,0,0.16726077307899484,27.41062836411621,1,0
Boliden AB,BOL,2021,Large,Basic Materials,Sweden,1,6535.517044,6162.0,1,1,1,20682000.0,0,1,0,141000.0,0,952.0,,0,1,0,1,1,2019,4,1,1,1,0,0.14566559823663738,21.574421587569194,1,0
Boliden AB,BOL,2022,Large,Basic Materials,Sweden,0,86.437,6226.0,1,1,1,20425000.0,1,1,1,147000.0,0,847.0,,1,1,0,1,1,2019,4,1,1,1,0,9.79904439071231,1700.6605967351945,1,0
Investor AB,INVE,2020,Large,Finance,Sweden,0,3914.211,94.0,1,1,1,3967.2,1,0,1,,0,0.107,284.615,1,1,0,1,1,2019,4,1,0,1,1,2.733628820725301e-05,,0,1
Investor AB,INVE,2021,Large,Finance,Sweden,1,3963.5,68.0,1,1,1,,1,0,1,,0,0.077,254.19,1,1,0,0,1,2019,4,0,0,1,1,1.942727387410117e-05,,0,1
